Experiment #,Timestamp,pressure,temperature,residence_time,Measurement,Yield
1,2025-09-16 14:56:05,3.5930859737204663,23.668695797323277,35.59382000545539,358.3604499432467,358.3604499432467
2,2025-09-16 15:07:47,3.193700315892974,28.916655057071825,21.999498316360057,383.5052161071871,383.5052161071871
3,2025-09-16 15:17:52,2.9184977839317345,26.674172222780438,22.857336358438815,380.13607253658625,380.13607253658625
