Experiment #,Timestamp,temperature,residence_time,pressure,Measurement
1,2025-05-06 17:31:27,27.96542986860233,21.834347898661637,3.559382000545539,3.8619919162215566
2,2025-05-06 17:31:28,25.96850157946487,24.45832752853591,2.199949831636006,3.8019924728800705
3,2025-05-06 17:31:29,24.59248891965867,23.33708611139022,2.2857336358438816,3.7009353303436736
4,2025-05-06 17:31:30,26.50888472948853,20.564115790271003,3.4439975445336497,3.809996377802658
5,2025-05-06 17:31:31,29.385527090157503,20.007787658410145,3.9844231185824355,3.8396468150205765
6,2025-05-06 17:31:32,26.174815096277165,26.11653160488281,2.014132610439435,3.7023106964159997
7,2025-05-06 17:31:33,20.23062425041416,25.24774660258389,2.7997219434305114,3.7566103047225172
8,2025-05-06 17:31:34,20.466656632136154,29.737555188414596,2.4655426808606085,3.7515930340070103
