Iteration,Timestamp,temperature,pressure,residence_time,Measurement #,Value
0,2025-10-23 15:16:55,24.086600824996772,3.550872173726568,344.8001790818386,1,3.0
0,2025-10-23 15:16:57,22.41297841061025,3.2788683545962445,322.4785369309475,1,3.0
0,2025-10-23 15:16:58,22.46286981021961,4.67896435530829,334.2967148058009,1,3.0
0,2025-10-23 15:17:00,20.0,2.0,120.0,1,3.0
0,2025-10-23 15:17:01,23.482415854214697,2.0,120.0,1,3.0
0,2025-10-23 15:17:03,23.527350493443834,2.0,157.90668410940296,1,3.0
0,2025-10-23 15:17:04,20.992573664972486,6.0,600.0,1,3.0
0,2025-10-23 15:17:06,33.52664483445112,6.0,120.0,1,3.0
0,2025-10-23 15:17:07,32.40592445760373,2.0,600.0,1,3.0
