Iteration,Timestamp,pressure,residence_time,temperature,Measurement #,Value
0,2025-09-16 14:00:02,3.5930859737204663,23.668695797323277,35.59382000545539,1,3.7630773873962378
0,2025-09-16 14:00:02,3.5930859737204663,23.668695797323277,35.59382000545539,2,3.7940441882209694
0,2025-09-16 14:00:02,3.5930859737204663,23.668695797323277,35.59382000545539,3,3.797275658364068
0,2025-09-16 14:09:11,3.193700315892974,28.916655057071825,21.999498316360057,1,3.770820206982882
0,2025-09-16 14:09:11,3.193700315892974,28.916655057071825,21.999498316360057,2,3.728986442542438
0,2025-09-16 14:09:11,3.193700315892974,28.916655057071825,21.999498316360057,3,3.7268752366457543
