Iteration,Timestamp,temperature,residence_time,pressure,Measurement #,Value
0,2025-10-13 13:15:15,79.6560443700367,55.11027518016419,8.86878335929106,1,3.6407890877744147
0,2025-10-13 13:15:16,72.76312261534275,27.534187831011963,9.804978813094047,1,4.0
0,2025-10-13 13:15:17,81.68886881742098,34.67478318929311,8.237528002182156,1,3.9799599947434134
0,2025-10-13 13:15:18,63.71651421518384,55.6666202282873,2.799799326544023,1,3.5888602683466226
0,2025-10-13 13:15:19,51.332400276928055,46.69668889112175,3.1429345433755262,1,3.7958756779402094
0,2025-10-13 13:15:20,68.57996256539677,24.51292632216802,7.775990178134599,1,4.0
0,2025-10-13 13:15:21,94.46974381141753,20.062301267281146,9.937692474329742,1,4.0
0,2025-10-13 13:15:22,86.93645825467777,20.0,3.8682808035419507,1,4.0
0,2025-10-13 13:15:23,57.24339949715409,20.0,10.0,1,4.0
0,2025-10-13 13:15:25,79.4662622372741,20.0,10.0,1,4.0
0,2025-10-13 13:15:26,100.0,85.83604910960827,7.764393811052987,1,3.1372376819356935
0,2025-10-13 13:15:27,100.0,20.0,2.0,1,4.0
0,2025-10-13 13:15:28,10.0,100.0,10.0,1,3.0
0,2025-10-13 13:15:54,52.06013027548687,66.92756689257368,4.502840805113688,1,3.4425181557739766
0,2025-10-13 13:15:55,10.0,20.0,5.030315840378783,1,4.0
0,2025-10-13 13:15:57,34.189272491120406,20.0,4.803631124094684,1,4.0
0,2025-10-13 13:15:58,100.0,100.0,5.079223071999355,1,3.0154959249649185
0,2025-10-13 13:15:59,10.0,100.0,4.77092082854379,1,3.0
0,2025-10-13 13:16:00,35.5067197741804,20.0,5.116653247493671,1,4.0
0,2025-10-13 13:16:02,68.83716374839241,20.0,4.755306942613561,1,4.0
0,2025-10-13 13:16:03,48.79610353985232,20.0,4.967621417920228,1,4.0
0,2025-10-13 13:16:04,100.0,45.84257231947266,4.807362784520199,1,3.818074117109379
0,2025-10-13 13:16:05,100.0,20.0,5.589914335602563,1,4.0
0,2025-10-13 13:16:06,100.0,20.0,5.387525687716595,1,4.0
0,2025-10-13 13:16:08,70.55847968078554,20.0,6.167726022439451,1,4.0
0,2025-10-13 13:16:09,100.0,100.0,6.133180058537918,1,3.0
0,2025-10-13 13:16:10,12.08527415233609,20.0,6.751499354249075,1,4.0
0,2025-10-13 13:16:11,96.4854519607028,20.0,7.363318487649117,1,4.0
0,2025-10-13 13:16:13,10.0,100.0,7.327267875597973,1,3.00108555343786
0,2025-10-13 13:19:26,79.6560443700367,55.11027518016419,8.86878335929106,1,3.6935978211002243
0,2025-10-13 13:19:27,72.76312261534275,27.534187831011963,9.804978813094047,1,4.0
0,2025-10-13 13:19:28,81.68886881742098,34.67478318929311,8.237528002182156,1,3.9068509708762122
0,2025-10-13 13:19:29,63.71651421518384,55.6666202282873,2.799799326544023,1,3.66298532194726
0,2025-10-13 13:19:30,51.332400276928055,46.69668889112175,3.1429345433755262,1,3.7197987904155942
0,2025-10-13 13:19:31,68.57996256539677,24.51292632216802,7.775990178134599,1,4.0
0,2025-10-13 13:19:32,94.46974381141753,20.062301267281146,9.937692474329742,1,4.0
0,2025-10-13 13:19:34,88.56650329725845,20.0,2.0,1,4.0
0,2025-10-13 13:19:35,57.13137012330985,20.0,10.0,1,4.0
0,2025-10-13 13:19:36,100.0,100.0,2.000000000000001,1,3.0
0,2025-10-13 13:19:37,76.94891237966446,20.0,2.0,1,4.0
0,2025-10-13 13:19:38,10.0,100.0,10.0,1,3.0
0,2025-10-13 13:19:40,71.42532342004183,20.0,10.0,1,4.0
0,2025-10-13 13:19:41,100.0,20.0,2.0,1,4.0
