Experiment #,Timestamp,temperature,residence_time,pressure,ratio_org_aq,Measurement
1,2025-05-07 12:10:02,27.96542986860233,23.66869579732328,3.559382000545539,1.096850157946487,3.751423403627521
2,2025-05-07 12:14:39,24.45832752853591,21.999498316360057,2.9184977839317345,0.833708611139022,3.873276997055892
3,2025-05-07 12:19:06,21.428668179219407,33.01776945897706,2.1128231580542005,1.2219987722668249,3.5894887229015446
4,2025-05-07 12:57:57,29.385527090157503,20.01557531682029,3.984423118582436,1.1174815096277166,3.812925113571608
5,2025-05-07 14:39:59,26.11653160488281,20.14132610439435,2.0461248500828315,1.0247746602583891,3.8228381634945436
6,2025-05-07 14:44:57,23.998609717152554,20.933313264272307,3.9475110376829186,0.7327713404303042,3.9300356973414763
