Experiment #,Timestamp,pressure,residence_time,temperature,Measurement,Yield
1,2025-09-16 14:03:06,3.5930859737204663,23.668695797323277,35.59382000545539,378.47990779937584,378.47990779937584
2,2025-09-16 14:11:30,3.193700315892974,28.916655057071825,21.999498316360057,374.22272953903587,374.22272953903587
