Experiment #,Timestamp,temperature,residence_time,pressure,Measurement
1,2025-05-06 17:43:11,27.96542986860233,21.834347898661637,3.559382000545539,3.919786210249959
2,2025-05-06 17:43:12,25.96850157946487,24.45832752853591,2.199949831636006,3.7569857374140154
3,2025-05-06 17:43:13,24.59248891965867,23.33708611139022,2.2857336358438816,3.8023943010424808
4,2025-05-06 17:43:14,26.50888472948853,20.564115790271003,3.4439975445336497,3.7917454966415782
5,2025-05-06 17:43:15,29.385527090157503,20.007787658410145,3.9844231185824355,3.898046654068982
6,2025-05-06 17:43:17,26.174815096277165,26.11653160488281,2.014132610439435,3.687685685078939
7,2025-05-06 17:43:18,20.23062425041416,25.24774660258389,2.7997219434305114,3.7885977075228157
