Time,BKK_P.VOLT
,Average
,
,V
05.12.2025 10:14:56.239,  3.1
05.12.2025 10:15:00.199,  0.2
05.12.2025 10:15:04.199,  0.2
05.12.2025 10:15:08.189,  0.1
05.12.2025 10:15:12.199,  0.1
05.12.2025 10:15:16.299,  0.1
05.12.2025 10:15:20.299,  0.1
05.12.2025 10:15:24.299,  0.0
05.12.2025 10:15:28.299,  0.0
05.12.2025 10:15:32.299,  0.0
05.12.2025 10:15:36.299,  0.0
05.12.2025 10:15:40.239,  0.1
05.12.2025 10:15:44.339,  0.1
05.12.2025 10:15:48.299,  0.0
05.12.2025 10:15:52.299,  0.0
05.12.2025 10:15:56.209,  0.0
05.12.2025 10:16:00.209,  0.0
05.12.2025 10:16:04.209,  0.0
05.12.2025 10:16:08.229,  0.0
05.12.2025 10:16:12.229,  0.0
05.12.2025 10:16:16.230,  0.0
05.12.2025 10:16:20.229,  0.0
05.12.2025 10:16:24.219,  0.0
05.12.2025 10:16:28.229,  0.0
05.12.2025 10:16:32.219,  0.0
05.12.2025 10:16:36.339,  0.0
05.12.2025 10:16:40.339,  0.0
05.12.2025 10:16:44.219,  0.0
05.12.2025 10:16:48.339,  0.0
05.12.2025 10:16:52.339,  0.0
05.12.2025 10:16:56.339,  0.0
05.12.2025 10:17:00.229,  0.0
05.12.2025 10:17:04.229,  0.0
05.12.2025 10:17:08.219,  0.0
