Experiment #,Timestamp,temperature,pressure,acid,residence_time,Measurement,Yield,Source;;;;;;;;;;;;;
1,Reused,23.475368708182256,5.446560560661099,0.2032480376333868,110.47486511924926,1.850577713333333,1.850577713333333,Reused:TFDM 5#0;;;;;;;;;;;;;
2,Reused,25.43894726710837,2.6772629840649342,0.3117388952818952,221.62435137090523,1.32,1.32,Reused:TFDM 5#1;;;;;;;;;;;;;
3,Reused,30.354273882463826,4.413815585996291,0.3741877433108552,249.3709992414612,1.18,1.18,Reused:TFDM 5#2;;;;;;;;;;;;;
4,Reused,31.603165054578685,4.777292393507917,0.2920762238310613,144.98034588173513,1.28,1.28,Reused:TFDM 5#3;;;;;;;;;;;;;
5,Reused,38.65858381863784,2.031908628052088,0.2686190538976954,81.00795306006748,1.53,1.53,Reused:TFDM 5#4;;;;;;;;;;;;;
6,Reused,40.14049259087218,5.985349012197451,0.3797367839771072,188.64984311790727,1.14,1.14,Reused:TFDM 5#5;;;;;;;;;;;;;
7,Reused,42.980426122533295,3.879043870042687,0.2342614926508717,294.14293072490403,1.66,1.66,Reused:TFDM 5#6;;;;;;;;;;;;;
8,Reused,49.19774114478858,3.3158321995610325,0.3331456339534538,174.96779404185602,1.28,1.28,Reused:TFDM 5#7;;;;;;;;;;;;;
9,Reused,50.0,2.0,0.2,60.0,1.66,1.66,Reused:TFDM 5#8;;;;;;;;;;;;;
10,Reused,50.0,6.0,0.2,60.0,1.683679102356,1.683679102356,Reused:TFDM 5#9;;;;;;;;;;;;;
11,Reused,20.0,3.5001360485399085,0.2,300.0,1.7766497265960002,1.7766497265960002,Reused:TFDM 5#10;;;;;;;;;;;;;
12,2025-10-29 10:34:22,20.0,4.0,0.2,60.0,1.9994775060646663,1.9994775060646663,;;;;;;;;;;;;;
13,2025-10-29 10:38:51,20.0,2.8722827959902104,0.2,60.0,1.8641068622647332,1.8641068622647332,;;;;;;;;;;;;;
14,2025-10-29 10:43:21,20.0,4.0,0.22307431353927892,60.0,1.7948016278064667,1.7948016278064667,;;;;;;;;;;;;;
15,2025-10-29 10:59:45,20.36694568577167,3.4537487450491913,0.20232682382065437,298.00602437509104,1.80393648,1.80393648,;;;;;;;;;;;;;
16,2025-10-30 11:48:12,20.51288238227812,2.916873616743498,0.0986691729122547,81.13461059903497,2.117767136206,2.117767136206;;;;;;;;;;;;;
17,2025-10-30 12:06:06,28.55199059678701,3.190259105107581,0.1837084901575791,172.91048868025365,1.6814381266666665,1.6814381266666665;;;;;;;;;;;;;
18,2025-10-30 13:36:47,34.45254959939235,3.539383341475329,0.0830046502226726,97.38731403824345,2.014953030279267,2.014953030279267;;;;;;;;;;;;;
19,2025-10-30 13:47:10,38.70679726176394,2.4357395151335037,0.0458090126930779,65.00673137682048,2.0625931373523336,2.0625931373523336;;;;;;;;;;;;;
20,2025-10-30 14:01:11,45.53612506100417,3.761071801216656,0.1406298387223304,119.83195786974149,2.0823676946996668,2.0823676946996668;;;;;;;;;;;;;
21,2025-10-30 14:15:25,46.372626710259865,2.75453960988176,0.0354654142255327,144.1217763798208,1.990282272184433,1.990282272184433;;;;;;;;;;;;;
22,2025-10-30 14:26:09,50.0,2.0,0.19,76.42224699088828,1.9416084294223332,1.9416084294223332;;;;;;;;;;;;;
23,2025-10-31 10:23:57,20.0,3.548431406861641,0.0193285052359551,60.0,1.1225445506306666,1.1225445506306666;;;;;;;;;;;;;
24,2025-10-31 10:35:07,28.36219925220836,2.0343866690407935,0.11615156495223712,90.28155520775996,2.111307146134,2.111307146134;;;;;;;;;;;;;
25,2025-10-31 10:49:01,50.0,2.0212308745319985,0.102120476256942,86.40955710130345,1.9103784811106668,1.9103784811106668;;;;;;;;;;;;;
26,2025-10-31 11:01:31,50.0,2.0108277524132854,0.05650498812243252,165.02431760365624,2.0787583618276666,2.0787583618276666;;;;;;;;;;;;;
27,2025-10-31 11:30:11,20.0,3.3535195264793414,0.131137196130815,69.44108864075879,2.030793025611333,2.030793025611333;;;;;;;;;;;;;
28,2025-10-31 11:37:20,20.0,2.4277749589158875,0.07338217235568026,85.8445471484978,2.0638858425053335,2.0638858425053335;;;;;;;;;;;;;
29,2025-10-31 11:52:40,50.0,4.0,0.11114982910467248,67.87868845084043,1.8498772837280333,1.8498772837280333;;;;;;;;;;;;;
30,2025-10-31 12:06:10,50.0,2.0,0.15332549074012633,180.0,1.9206098012326667,1.9206098012326667;;;;;;;;;;;;;
